An,Judet PJ,Localitate PJ,Cod SIRUTA PJ,Mediu loc. PJ,cod_siiir_pj,Denumire PJ,Localitate unitate,Cod SIRUTA unitate,Mediu loc. unitate,Cod SIRUES,Cod SIIIR unitate,Denumire scurta unitate,Denumire lunga unitate,Tip unitate,Statut unitate,Cod fiscal,Mod functionare,Forma finantare,Forma proprietate,Strada,Numar,Cod postal,Telefon,Fax,Email,numar_elevi,limba_de_predare,nivel_invatamant,numar_subunitati,nr_rural,nr_urban
2024-2025,PH,Valea Călugărească,135958,Rural,2961102753,"Liceul Tehnologic ""Gheorghe Ionescu-Sisești"", Comuna Valea Călugărească",Valea Călugărească,135958,Rural,844444,2961102753,"Liceul ""Ghe.Ionescu-Sisești"" Valea Calugărească","Liceul Tehnologic ""Gheorghe Ionescu-Sisești"", Comuna Valea Călugărească",Unitate de Învățământ,Pj,2844340,Două Schimburi/Zi,Buget,Publică de Interes Național Și Local,Viticulturii,179,107620.0,244235809.0,244235809.0,Gsagricol@Gmail.Com,697.0,['Limba română'],"['Liceal', 'Postliceal', 'Profesional']",1.0,35.0,0.0
2024-2025,PH,Valea Călugărească,135958,Rural,2961101639,"Școala Gimnazială ""Ion Ionescu"", Comuna Valea Călugărească",Valea Călugărească,135958,Rural,639899,2961101639,"Scoala Gim ""Ion Ionescu"" Valea Calugareasca","Școala Gimnazială ""Ion Ionescu"", Comuna Valea Călugărească",Unitate de Învățământ,Pj,29001691,Două Schimburi/Zi,Buget,Publică de Interes Național Și Local,Valea Călugărească,46,107620.0,244236880.0,244236880.0,Sclionionescu@Gmail.Com,616.0,['Limba română'],"['Gimnazial', 'Primar']",3.0,30.0,0.0
2024-2025,PH,Vălenii de Munte,131826,Urban,2961101485,"Centrul Școlar de Educație Incluzivă, Orașul Vălenii de Munte",Vălenii de Munte,131826,Urban,1104085,2961101485,Scoala Speciala Valenii de Munte,"Centrul Școlar de Educație Incluzivă, Orașul Vălenii de Munte",Unitate de Învățământ,Pj,29055543,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Berceni,42A,106400.0,244281949.0,244281949.0,Scspec.Valeni@Gmail.Com,157.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar']",1.0,0.0,19.0
2024-2025,PH,Vălenii de Munte,131826,Urban,2951101679,"Clubul Copiilor, Orașul Vălenii de Munte",Vălenii de Munte,131826,Urban,635659,2951101679,Clubul Copiilor Vălenii de Munte,"Clubul Copiilor, Orașul Vălenii de Munte",Clubul Copiilor,Pj,29083390,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Berceni,1,106400.0,244280932.0,244280932.0,Ccvaleniidemunte@Gmail.Com,,,,,,
2024-2025,PH,Vălenii de Munte,131826,Urban,2961102414,"Colegiul Național ""Nicolae Iorga"", Orașul Vălenii de Munte",Vălenii de Munte,131826,Urban,635415,2961102414,"Colegiul ""N.Iorga"" Valenii de M.","Colegiul Național ""Nicolae Iorga"", Orașul Vălenii de Munte",Unitate de Învățământ,Pj,29055365,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Berceni,42,106400.0,244280905.0,244280819.0,Cn.Iorga@Gmail.Com,793.0,['Limba română'],"['Gimnazial', 'Liceal']",1.0,0.0,24.0
2024-2025,PH,Vălenii de Munte,131826,Urban,2961102459,"Grădinița cu Program Normal Nr. 1, Orașul Vălenii de Munte",Vălenii de Munte,131826,Urban,360917,2961102459,Gpn Nr. 1 Valeni,"Grădinița cu Program Normal Nr. 1, Orașul Vălenii de Munte",Unitate de Învățământ,Pj,29055322,Program Prelungit,Buget,Publică de Interes Național Și Local,Berceni,18A,106400.0,244280845.0,244280845.0,Gradinita1Valeni@Gmail.Com,364.0,['Limba română'],['Preșcolar'],5.0,0.0,12.0
2024-2025,PH,Vălenii de Munte,131826,Urban,2961103035,"Liceul Tehnologic Agromontan ""Romeo Constantinescu"", Orașul Vălenii de Munte",Vălenii de Munte,131826,Urban,1198141,2961103035,"Liceul Tehn.""R.Constantinescu"" Valeni de Munte","Liceul Tehnologic Agromontan ""Romeo Constantinescu"", Orașul Vălenii de Munte",Unitate de Învățământ,Pj,21529331,Două Schimburi/Zi,Buget,Publică de Interes Național Și Local,Brazilor,13,106400.0,244281555.0,244283551.0,Ltavaleni.Secretariat@Gmail.Com,1332.0,['Limba română'],"['Gimnazial', 'Liceal', 'Primar', 'Profesional']",3.0,0.0,58.0
2024-2025,PH,Vălenii de Munte,131826,Urban,2961100154,"Școala Gimnazială ""Ing. Gheorghe Pănculescu"", Orașul Vălenii de Munte",Vălenii de Munte,131826,Urban,636897,2961100154,"Scoala Gimnaziala ""G.Panculescu"" Valenii de Munte","Școala Gimnazială ""Ing. Gheorghe Pănculescu"", Orașul Vălenii de Munte",Unitate de Învățământ,Pj,29055349,Două Schimburi/Zi,Buget,Publică de Interes Național Și Local,Berceni,18,106400.0,244280965.0,244280965.0,Panculescuvaleni@Gmail.Com,805.0,['Limba română'],"['Gimnazial', 'Primar']",1.0,0.0,9.0
2024-2025,PH,Iordăcheanu,133786,Rural,2961106992,"Școala Gimnazială, Sat Vărbila, Comuna Iordăcheanu",Vărbila,133786,Rural,638390,2961106992,Scoala Gim Varbila Iordachean,"Școala Gimnazială, Sat Vărbila, Comuna Iordăcheanu",Unitate de Învățământ,Pj,28994694,Două Schimburi/Zi,Buget,Publică de Interes Național Și Local,Principală,256,107316.0,244440451.0,244440451.0,Scoala.Varbila@Gmail.Com,329.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar']",2.0,22.0,0.0
2024-2025,PH,Vărbilău,136143,Rural,2961100109,"Școala Gimnazială, Comuna Vărbilău",Vărbilău,136143,Rural,640006,2961100109,Scoala Gim Varbilau,"Școala Gimnazială, Comuna Vărbilău",Unitate de Învățământ,Pj,29062931,Două Schimburi/Zi,Buget,Publică de Interes Național Și Local,Vărbilău,667C,107650.0,244244130.0,244244130.0,Scoala.Varbilau@Gmail.Com,499.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar']",11.0,43.0,0.0
2024-2025,PH,Vâlcănești,136205,Rural,2961100163,"Școala Gimnazială, Comuna Vâlcănești",Vâlcănești,136205,Rural,640068,2961100163,Scoala Gim Vâlcănești,"Școala Gimnazială, Comuna Vâlcănești",Unitate de Învățământ,Pj,28943518,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Principală,359,107656.0,244227043.0,244227043.0,Sc.Valc18@Gmail.Com,307.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar']",2.0,14.0,0.0
2024-2025,SB,Agnita,143691,Urban,3261101516,Grădinița cu Program Prelungit Agnita,Agnita,143691,Urban,320797744,3261101516,Gpp Agnita,Grădinița cu Program Prelungit Agnita,Unitate de Învățământ,Pj,17728972,Program Prelungit,Buget,Publică de Interes Național Și Local,Fabricii,44,555100.0,269510935.0,269510935.0,Gradinitaagnita@Yahoo.Com,190.0,"['Limba germană', 'Limba română']","['Antepreşcolar', 'Preșcolar']",3.0,0.0,13.0
2024-2025,SB,Agnita,143691,Urban,3261101724,"Liceul ""August Treboniu Laurian"" Agnita",Agnita,143691,Urban,320675702,3261101724,"Liceul ""A.T.Laurian"" Agnita","Liceul ""August Treboniu Laurian"" Agnita",Unitate de Învățământ,Pj,4241133,Două Schimburi/Zi,Buget,Publică de Interes Național Și Local,Scolii,2,555100.0,269510765.0,269510620.0,Ctagnita@Yahoo.Com,670.0,['Limba română'],"['Gimnazial', 'Liceal', 'Preșcolar', 'Primar', 'Profesional']",1.0,0.0,25.0
2024-2025,SB,Agnita,143691,Urban,3261101308,"Școala Gimnazială ""Georg Daniel Teutsch"" Agnita",Agnita,143691,Urban,320673883,3261101308,"Sc Gim ""G.D.Teutsch"" Agnita","Școala Gimnazială ""Georg Daniel Teutsch"" Agnita",Unitate de Învățământ,Pj,17739653,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Piața Georg Daniel Teutsch,1,555100.0,269510815.0,269510815.0,Sc.Teutsch@Yahoo.Com,332.0,"['Limba germană', 'Limba română']","['Gimnazial', 'Preșcolar', 'Primar']",1.0,0.0,25.0
2024-2025,SB,Alma,144018,Rural,3261101457,Școala Gimnazială Alma,Alma,144018,Rural,320674150,3261101457,Sc Gim Alma,Școala Gimnazială Alma,Unitate de Învățământ,Pj,17855380,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Mihai Eminescu,229,557021.0,269257533.0,269257533.0,Scoala_Alma@Yahoo.Com,125.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar']",5.0,30.0,0.0
2024-2025,SB,Alțina,143897,Rural,3261101914,"Școala Gimnazială ""Aviator Ioan Sava"" Alțîna",Alțina,143897,Rural,320674057,3261101914,"Sc Gim ""Aviator Ioan Sava"" Alțîna","Școala Gimnazială ""Aviator Ioan Sava"" Alțîna",Unitate de Învățământ,Pj,17893511,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Principala,174,557005.0,269581106.0,269581106.0,Scoalaaltina@Yahoo.Com,265.0,"['Limba germană', 'Limba română']","['Gimnazial', 'Preșcolar', 'Primar']",2.0,17.0,0.0
2024-2025,SB,Apoldu de Jos,143931,Rural,3261102006,Școala Gimnazială Apoldu de Jos,Apoldu de Jos,143931,Rural,320674083,3261102006,Sc Gim Apoldu de Jos,Școala Gimnazială Apoldu de Jos,Unitate de Învățământ,Pj,18064368,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Noua,189,557010.0,269588212.0,269588212.0,Scapoldudejos@Yahoo.Com,69.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar']",2.0,12.0,0.0
2024-2025,SB,Arpașu de Jos,143968,Rural,3261101923,"Școala Gimnazială ""Viorel Cucu Paltin"" Arpașu de Jos",Arpașu de Jos,143968,Rural,320674100,3261101923,"Sc Gim ""V.C. Paltin"" Arpașu de Jos","Școala Gimnazială ""Viorel Cucu Paltin"" Arpașu de Jos",Unitate de Învățământ,Pj,17771328,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Principala,75,557015.0,269520036.0,269520036.0,Scarpasujos@Yahoo.Com,278.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar']",4.0,20.0,0.0
2024-2025,SB,Ațel,144009,Rural,3261101552,Școala Gimnazială Ațel,Ațel,144009,Rural,320674136,3261101552,Sc Gim Ațel,Școala Gimnazială Ațel,Unitate de Învățământ,Pj,18012920,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Scolii,112,557020.0,269515600.0,269515600.0,Scoala.Atel@Yahoo.Com,146.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar']",2.0,12.0,0.0
2024-2025,SB,Avrig,144063,Urban,3261102024,Liceul Tehnologic Mârșa,Avrig,144063,Urban,321182520,3261102024,Lic Tehn Mârșa,Liceul Tehnologic Mârșa,Unitate de Învățământ,Pj,4603454,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Corneliu Coposu,1,555250.0,269526478.0,269526239.0,Ltmirsa@Yahoo.Com,386.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar', 'Profesional']",1.0,0.0,19.0
2024-2025,SB,Avrig,144063,Urban,3261102571,"Liceul Teoretic ""Gheorghe Lazăr"" Avrig",Avrig,144063,Urban,320313380,3261102571,"Lic Teor ""Gh.Lazăr"" Avrig","Liceul Teoretic ""Gheorghe Lazăr"" Avrig",Unitate de Învățământ,Pj,17739696,Două Schimburi/Zi,Buget,Publică de Interes Național Și Local,Horea,27,555200.0,269523880.0,269525335.0,Liceulavrig@Yahoo.Com,834.0,['Limba română'],"['Gimnazial', 'Liceal', 'Preșcolar', 'Primar']",3.0,0.0,19.0
2024-2025,SB,Avrig,144063,Urban,3261101941,Școala Gimnazială Avrig,Avrig,144063,Urban,320674198,3261101941,Sc Gim Avrig,Școala Gimnazială Avrig,Unitate de Învățământ,Pj,17739688,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Gheorghe Lazăr/Cânepii,37/82,555200.0,269524161.0,269524131.0,Sc2Av@Yahoo.Com,638.0,"['Limba germană', 'Limba română']","['Antepreşcolar', 'Gimnazial', 'Preșcolar', 'Primar']",4.0,24.0,23.0
2024-2025,SB,Axente Sever,144125,Rural,3261101891,Școala Gimnazială Axente Sever,Axente Sever,144125,Rural,320674241,3261101891,Sc Gim Axente Sever,Școala Gimnazială Axente Sever,Unitate de Învățământ,Pj,17855372,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Principala,317,557025.0,269840009.0,269840009.0,Scaxente@Yahoo.Com,297.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar']",4.0,22.0,0.0
2024-2025,SB,Bazna,144161,Rural,3261101199,Școala Gimnazială Bazna,Bazna,144161,Rural,320674277,3261101199,Sc Gim Bazna,Școala Gimnazială Bazna,Unitate de Învățământ,Pj,17852740,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Bisericii,1,557030.0,269850136.0,269806785.0,Scoalabazna@Gmail.Com,396.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar']",4.0,32.0,0.0
2024-2025,SB,Bârghiș,144241,Rural,3261101389,Școala Gimnazială Bârghiș,Bârghiș,144241,Rural,320674332,3261101389,Sc Gim Bârghiș,Școala Gimnazială Bârghiș,Unitate de Învățământ,Pj,17739661,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Principala,201,557035.0,269517116.0,269517116.0,Sc_Birghis@Yahoo.Com,240.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar']",5.0,33.0,0.0
2024-2025,SB,Biertan,144205,Rural,3261102553,Școala Gimnazială Biertan,Biertan,144205,Rural,320674318,3261102553,Sc Gim Biertan,Școala Gimnazială Biertan,Unitate de Învățământ,Pj,17739700,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,1 Decembrie 1918,14,557045.0,371475149.0,371475149.0,Scbiertan@Yahoo.Com,309.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar']",4.0,28.0,0.0
2024-2025,SB,Blăjel,144312,Rural,3261102182,Școala Gimnazială Blăjel,Blăjel,144312,Rural,320674394,3261102182,Sc Gim Blăjel,Școala Gimnazială Blăjel,Unitate de Învățământ,Pj,17771298,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Scolii,65,557050.0,269851104.0,269851498.0,Scblajel@Yahoo.Com,166.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar']",1.0,12.0,0.0
2024-2025,SB,Boița,145845,Rural,3261102327,"Școala Gimnazială ""Ion Albescu"" Boița",Boița,145845,Rural,320675556,3261102327,"Sc Gim ""I. Albescu"" Boița","Școala Gimnazială ""Ion Albescu"" Boița",Unitate de Învățământ,Pj,17893538,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Traian,78,555701.0,269556002.0,269556002.0,Scoalaboita@Yahoo.Com,143.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar']",2.0,12.0,0.0
2024-2025,SB,Brateiu,144358,Rural,3261102458,Școala Gimnazială Brateiu,Brateiu,144358,Rural,320674423,3261102458,Sc Gim Brateiu,Școala Gimnazială Brateiu,Unitate de Învățământ,Pj,17842020,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Principala,68,557055.0,269863112.0,269863112.0,Scoala@Brateiu.Ro,535.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar']",4.0,23.0,0.0
2024-2025,SB,Brădeni,144385,Rural,3261102146,Școala Gimnazială Brădeni,Brădeni,144385,Rural,320674447,3261102146,Sc Gim Brădeni,Școala Gimnazială Brădeni,Unitate de Învățământ,Pj,17789910,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Principala,290,557060.0,269518103.0,269518103.0,Scoala.Bradeni@Yahoo.Com,248.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar']",2.0,15.0,0.0
2024-2025,SB,Bruiu,144429,Rural,3261102413,Școala Gimnazială Bruiu,Bruiu,144429,Rural,320674473,3261102413,Sc Gim Bruiu,Școala Gimnazială Bruiu,Unitate de Învățământ,Pj,17739670,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Principala,223,557065.0,269586516.0,269586516.0,Scoala_Bruiu@Yahoo.Com,93.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar']",1.0,12.0,0.0
2024-2025,SB,Cârța,144517,Rural,3261102431,Școala Gimnazială Cârța,Cârța,144517,Rural,320674540,3261102431,Sc Gim Cârța,Școala Gimnazială Cârța,Unitate de Învățământ,Pj,17924960,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Principala,60,557070.0,269521106.0,269521106.0,Scoala_Cirta@Yahoo.Com,146.0,"['Limba germană', 'Limba română']","['Gimnazial', 'Preșcolar', 'Primar']",2.0,15.0,0.0
2024-2025,SB,Cârțișoara,144544,Rural,3261101285,"Școala Gimnazială ""Badea Cîrțan"" Cârțișoara",Cârțișoara,144544,Rural,320674564,3261101285,"Sc Gim ""Badea Cîrțan"" Cârțișoara","Școala Gimnazială ""Badea Cîrțan"" Cârțișoara",Unitate de Învățământ,Pj,17771336,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Principala,570,557075.0,269521667.0,269521667.0,Sccirtisoara@Yahoo.Com,165.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar']",1.0,12.0,0.0
2024-2025,SB,Chirpăr,144465,Rural,3261102612,Școala Gimnazială Chirpăr,Chirpăr,144465,Rural,320674502,3261102612,Sc Gim Chirpăr,Școala Gimnazială Chirpăr,Unitate de Învățământ,Pj,17748210,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Mare,46,557080.0,269586133.0,269586111.0,Scoala_Chirpar@Yahoo.Com,214.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar']",1.0,12.0,0.0
2024-2025,SB,Cisnădie,143744,Urban,3261203923,"Grădinița cu Program Normal ""Eri"" Cisnădie",Cisnădie,143744,Urban,,3261203923,Gpn Eri Cisnădie,"Grădinița cu Program Normal ""Eri"" Cisnădie",Unitate de Învățământ,Pj,12272289,Program Normal,Taxă,Privată,Haralamb Georgescu,6A,555300.0,738963393.0,269436484.0,Office@Eri.School,32.0,['Limba română'],['Preșcolar'],1.0,0.0,3.0
2024-2025,SB,Cisnădie,143744,Urban,3261201188,Grădinița cu Program Normal ''Havila'' Cisnădie,Cisnădie,143744,Urban,323033149,3261201188,Gpn Havila Cisnădie,Grădinița cu Program Normal ''Havila'' Cisnădie,Unitate de Învățământ,Pj,42357760,Program Normal,Taxă,Privată,Sublivada,27,555300.0,269564788.0,269564788.0,Gradinitahavila@Yahoo.Com,49.0,['Limba română'],['Preșcolar'],1.0,0.0,3.0
2024-2025,SB,Cisnădie,143744,Urban,3261204006,"Grădinița cu Program Prelungit ""Kidz Academy"" Cisnădie",Cisnădie,143744,Urban,,3261204006,"Gpp ""Kidz Academy"" Cisnădie","Grădinița cu Program Prelungit ""Kidz Academy"" Cisnădie",Unitate de Învățământ,Pj,44859940,Program Prelungit,Taxă,Privată,Duiliu Marcu,20D,550372.0,732913191.0,732913191.0,Ioana@Kidzacademy.Ro,18.0,"['Limba germană', 'Limba română']",['Preșcolar'],1.0,0.0,4.0
2024-2025,SB,Cisnădie,143744,Urban,3261205771,"Grădinița cu Program Prelungit ""Sfântul Nicolae"" Cisnădie",Cisnădie,143744,Urban,,3261205771,"Grăd Pp ""Sf. Nicolae"" Cisnădie","Grădinița cu Program Prelungit ""Sfântul Nicolae"" Cisnădie",Unitate de Învățământ,Pj,4479403,Program Prelungit,Taxă,Privată,G.M. Cantacuzino,-,555300.0,733994321.0,733994321.0,Gr_Sfnicolae@Yahoo.Com,12.0,"['Limba germană', 'Limba română']",['Preșcolar'],1.0,0.0,3.0
2024-2025,SB,Cisnădie,143744,Urban,3261100203,Liceul Tehnologic Cisnădie,Cisnădie,143744,Urban,321182491,3261100203,Lic Tehn Cisnădie,Liceul Tehnologic Cisnădie,Unitate de Învățământ,Pj,4406274,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Tirgului,14,555300.0,269561072.0,369420457.0,Grcisnadie@Yahoo.Com,484.0,"['Limba germană', 'Limba română']","['Gimnazial', 'Liceal', 'Preșcolar', 'Primar', 'Profesional']",3.0,0.0,34.0
2024-2025,SB,Cisnădie,143744,Urban,3261100085,"Liceul Teoretic ""Gustav Gundisch"" Cisnădie",Cisnădie,143744,Urban,321130149,3261100085,"Lic Teor ""G.Gundisch"" Cisnădie","Liceul Teoretic ""Gustav Gundisch"" Cisnădie",Unitate de Învățământ,Pj,17398360,Două Schimburi/Zi,Buget,Publică de Interes Național Și Local,Magurii,5,555300.0,369440450.0,369440450.0,Gustavgundisch@Yahoo.Com,642.0,"['Limba germană', 'Limba română']","['Gimnazial', 'Liceal', 'Primar']",1.0,0.0,26.0
2024-2025,SB,Cisnădie,143744,Urban,3261102598,Școala Gimnazială Nr. 2 Cisnădie,Cisnădie,143744,Urban,320673948,3261102598,Sc Gim Nr 2 Cisnădie,Școala Gimnazială Nr. 2 Cisnădie,Unitate de Învățământ,Pj,17398378,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Tesatorilor,47,555300.0,269561041.0,269561041.0,Sc2Cisnadie@Gmail.Com,290.0,"['Limba germană', 'Limba română']","['Gimnazial', 'Preșcolar', 'Primar']",2.0,0.0,14.0
2024-2025,SB,Cisnădie,143744,Urban,3261101986,Școala Gimnazială Nr. 3 Cisnădie,Cisnădie,143744,Urban,320673950,3261101986,Sc Gim Nr 3 Cisnădie,Școala Gimnazială Nr. 3 Cisnădie,Unitate de Învățământ,Pj,17398424,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Magurii,63,555300.0,269561015.0,269561015.0,Sc3Cisnadie@Gmail.Com,481.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar']",2.0,0.0,12.0
2024-2025,SB,Copșa Mică,143780,Urban,3261100171,"Liceul Tehnologic ""Nicolae Teclu"" Copșa Mică",Copșa Mică,143780,Urban,321182465,3261100171,"Lic Tehn ""N.Teclu"" Copșa Mică","Liceul Tehnologic ""Nicolae Teclu"" Copșa Mică",Unitate de Învățământ,Pj,4405961,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Sibiului,61,555400.0,269840147.0,269840532.0,Grcopsa@Yahoo.Com,665.0,"['Limba maghiară', 'Limba română']","['Gimnazial', 'Liceal', 'Preșcolar', 'Primar', 'Profesional']",7.0,0.0,51.0
2024-2025,SB,Cristian,143496,Rural,3261102381,Școala Gimnazială Cristian,Cristian,143496,Rural,320673699,3261102381,Sc Gim Cristian,Școala Gimnazială Cristian,Unitate de Învățământ,Pj,19242099,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,V,8,557085.0,269579708.0,269579708.0,Sc.Cristian@Yahoo.Com,454.0,"['Limba germană', 'Limba română']","['Gimnazial', 'Preșcolar', 'Primar']",2.0,18.0,0.0
2024-2025,SB,Dârlos,144562,Rural,3261100212,"Școala Gimnazială ""Ioan Moraru"" Dârlos",Dârlos,144562,Rural,320674576,3261100212,"Sc Gim ""Ioan Moraru"" Dârlos","Școala Gimnazială ""Ioan Moraru"" Dârlos",Unitate de Învățământ,Pj,17855356,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Principală,439,557090.0,269852403.0,269852403.0,Scdirlos@Yahoo.Com,228.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar']",4.0,24.0,0.0
2024-2025,SB,Dumbrăveni,143815,Urban,3261100094,Centrul Școlar de Educație Incluzivă Dumbrăveni,Dumbrăveni,143815,Urban,320849705,3261100094,Csei Dumbrăveni,Centrul Școlar de Educație Incluzivă Dumbrăveni,Unitate de Învățământ,Pj,4240855,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Tudor Vladimirescu,32,555500.0,269865537.0,269865537.0,Cseidumbraveni@Yahoo.Com,127.0,['Limba română'],"['Gimnazial', 'Primar', 'Profesional']",1.0,0.0,24.0
